cleaned_review,rating,sentiment
mqbwl,3.0,positive
lSwr@,5.0,positive
super pratique,5.0,positive
pratique,4.0,positive
zouina,5.0,positive
produit moyen,3.0,positive
tSlH,1.0,negative
top,5.0,positive
je recommande,5.0,positive
a c bien,4.0,positive
3aybo lwa7id huwa mat9drsh dir ay mika,5.0,positive
mntj mqld,1.0,negative
je le recommande,5.0,positive
il est bien jaime,4.0,positive
je recommande,5.0,positive
mzyan 3jebni,4.0,positive
klshy khdm nykl,5.0,positive
parfait,5.0,positive
mazyan,5.0,positive
zwin bzzzzzzf,5.0,positive
joli merci,5.0,positive
mntwj mmyz lHd,5.0,positive
the price,5.0,positive
zwin sara7a daghya kaysakhan lma walakin kayrbi lkalkir o hadi 7aja 3adiya,4.0,positive
fih sda3,1.0,negative
le bon prix et le service,5.0,positive
tres bon rapport qualiteprix,5.0,positive
geniaaaal,4.0,positive
il fonctionne bien,4.0,positive
mzyan kayskhan dghya hir khasni nchof wach makaytsdach m3a lwa9t sinon zwin,5.0,positive
mabihach qadya lgharad,4.0,positive
55,5.0,positive
top merci lexical,5.0,positive
1010,5.0,positive
je recommande,5.0,positive
jyd,5.0,positive
bon produit il fonctionne tres bien a je le recommande,5.0,positive
efficace,5.0,positive
super jaime,4.0,positive
satisfait,5.0,positive
mezyana ila 7aftti 3liha mais kaytsddaw liha les vis li bgha 7aja mli7a yakhoud inox,2.0,negative
toooop,5.0,positive
bon article,4.0,positive
ry'`,5.0,positive
toooop,5.0,positive
marche parfaitement,5.0,positive
excellent produit,5.0,positive
,3.0,positive
pratique,5.0,positive
produit conforme,5.0,positive
livraison ok,5.0,positive
je recommande,4.0,positive
je recommande,5.0,positive
zwin bzaaf,5.0,positive
j aime,5.0,positive
tres bonne qualite,5.0,positive
top,5.0,positive
meziane top,5.0,positive
jaime,4.0,positive
je le recommande,5.0,positive
bien,2.0,negative
ca va,5.0,positive
bon rapport qualite prix,4.0,positive
bon article,5.0,positive
mqbwl wjyd,3.0,positive
vraiment magnifique blender i like it,5.0,positive
convient,5.0,positive
bonne qualite,5.0,positive
j adore,5.0,positive
hyper lent,1.0,negative
super cuisson pas trop lent antiadhesif,5.0,positive
b's byh,3.0,positive
ma3jbatnixiii mara otqawlbt fiha sti3mal awal o thrqatli bohda soqa khawi,1.0,negative
mauvaise affaire ne fonctionne pas,1.0,negative
bon article,4.0,positive
perferct,4.0,positive
satisfait,5.0,positive
satisfaction totale,1.0,negative
,5.0,positive
excellente merci jumia,5.0,positive
mzian walakin sghira,4.0,positive
7alto khayb bzef,1.0,negative
qDy GrD lb's,4.0,positive
fait l affaire c est tout,4.0,positive
ras,5.0,positive
excellent produit,5.0,positive
trop fragile,1.0,negative
ktshwy dyl bSH,4.0,positive
conforme,5.0,positive
zwina 9adya gharad,5.0,positive
nice,5.0,positive
bcpas de calacaire aprs 2 utilisations,3.0,positive
efficace,5.0,positive
zwiina bzaaaaf sarah mo9arana b taman rah zwin,5.0,positive
trop satisfaite,4.0,positive
mzyn,5.0,positive
bonne qualite,5.0,positive
makina zwina ns7kom biha tbark lah 3likom,5.0,positive
la 3ala9a makayt7ench mzn kayb9aw trofa fl 3asir,1.0,negative
efficace,5.0,positive
rien a signaler,4.0,positive
solide et utile,5.0,positive
ghzala,5.0,positive
2 en 1 micro ondesfour,5.0,positive
qualite mediocre,3.0,positive
mediocre,1.0,negative
khdama mazyan,5.0,positive
ras top,5.0,positive
top top,5.0,positive
top,5.0,positive
produit nul,5.0,positive
pratiqueefficace,4.0,positive
wa3ra,5.0,positive
makina kador kamla makhdamach o ana chariha o jumia galik maendi mandiro lik khsna ntlbo lik la garantie tkherbik hadchi,1.0,negative
efficasse et originale,4.0,positive
zwine bzaf,5.0,positive
wa3raaaa,5.0,positive
amazing,5.0,positive
parfaite livree sans pbm,5.0,positive
good,4.0,positive
mabihch,3.0,positive
pas mal,4.0,positive
excellent produit jaime bien,5.0,positive
mazyana,5.0,positive
khddaaaam mzian o kayskhn dghia wazn khfif mafihch bola mafihch ventilateur,5.0,positive
je kif,4.0,positive
parfait,5.0,positive
hiya mzyana walakin katskhon,1.0,negative
c est formidable,5.0,positive
la machine fait un peu de bruit,4.0,positive
top,4.0,positive
je recommande,5.0,positive
parfait bon plan,5.0,positive
kthez chi 2kg w ktze3ze3 mais supportable,3.0,positive
pas mal,3.0,positive
authentique 60 litres,5.0,positive
jaime,4.0,positive
ne fonctionne pas,1.0,negative
jwd@ mmtz@ tstHq lshr,5.0,positive
mkhayraa,5.0,positive
la machine,5.0,positive
best buy ever,5.0,positive
kathan mezian mais l kas kaytcha9 derya,3.0,positive
super qualite,5.0,positive
efficace blender blender efficace,5.0,positive
rapport qualiteprix bieen,4.0,positive
kadi lrarad,5.0,positive
perfect,5.0,positive
magnifique,5.0,positive
pas mal,5.0,positive
mmkn,3.0,positive
sarah 5dam mz1 omjhd kaydir ra4wa bzrba 4i howa 5asso 7jrat mjhdin chwiya,4.0,positive
sada men dakhel rapidement,1.0,negative
dommage sdatli mn ldakhel ws3ib ythyad wakha 9olt qualite 1ere mohal tsadi,3.0,positive
original efficace fiable,5.0,positive
bs,3.0,positive
hadi liwslatni mafihach dik black blast buttons ms 3adi mzayana bsa7 fiha 2 motors hsn mn dyal venezia,4.0,positive
zwin bzfff,5.0,positive
ras bon,4.0,positive
puissant,5.0,positive
je recommande,5.0,positive
mousseur a lait original nespressomerci,5.0,positive
cest nespresso original,5.0,positive
cest bon,4.0,positive
`yb,5.0,positive
khdm mzyn,5.0,positive
bonne qualite,5.0,positive
parfait,5.0,positive
top de top,5.0,positive
jd `dy,3.0,positive
top top top,5.0,positive
n9n decu,4.0,positive
sifllement,5.0,positive
bien et practice,5.0,positive
sara7a nadia,5.0,positive
satisfait,4.0,positive
elle est top,5.0,positive
t9ila bezaf mais kadir khdemtha,1.0,negative
vraiment wslatni moskha men lghla9a dyalha o livreure makit3amelch mzn,2.0,negative
marche tres bien,5.0,positive
pratique et abordable,5.0,positive
mmtz,5.0,positive
zwin sauf makayench lkass dyalo,4.0,positive
merci jumia,4.0,positive
dGy tHrq,1.0,negative
`lq@,1.0,negative
hadok les bouton dialha kidiro felid 9ass7in mais hiya kat7an mzn w sawt dialha kissada3,3.0,positive
comme decrit,5.0,positive
j aime,5.0,positive
et efficace,5.0,positive
Hsn lshy,5.0,positive
produit parfait,4.0,positive
poigner et casser,5.0,positive
zwin,5.0,positive
satisfaite,3.0,positive
bn article,4.0,positive
four wa3er,5.0,positive
cest bon,5.0,positive
top jaime,5.0,positive
je recommande,5.0,positive
pas mal,3.0,positive
batteur top,5.0,positive
zwyn bzf,5.0,positive
bonne machine,5.0,positive
il est bien,4.0,positive
paratique,4.0,positive
bien bien,4.0,positive
il fonctionne bien,4.0,positive
mtwsT,3.0,positive
ry'` ynSH,4.0,positive
ne marche pas,1.0,negative
ry'` jd,5.0,positive
ma maman a adore,5.0,positive
ghzala bzaaaf o pratique,5.0,positive
nSH,5.0,positive
zwina we kbira machi s5ira,5.0,positive
n 1,5.0,positive
lshkl wlnw` wlkyfy@ lHDry@,5.0,positive
super,5.0,positive
un bon article,4.0,positive
mziwen wli 3jbni ktar fih filter bch dak kalkir mkyhwdchi m3a lma odghya kidakhan hta plastique dyalo momtaz omky3mlchi riha,5.0,positive
zwin bzaf,5.0,positive
sy jd,2.0,negative
merci jumia,5.0,positive
jaime cet article,4.0,positive
tres satisfaite,5.0,positive
le gout de popcorn,5.0,positive
SGyr@ jd,2.0,negative
bien merci s,5.0,positive
jaime,4.0,positive
bon produit merci jumia,4.0,positive
jaime beaucoup poele crepier,5.0,positive
nSH,5.0,positive
partique o zwina,5.0,positive
japprecie le produit,3.0,positive
correcte,4.0,positive
bien,3.0,positive
khdm mzyn,5.0,positive
makhdamch mzyan,1.0,negative
un robot parfait,5.0,positive
il est bien,4.0,positive
cest bon,4.0,positive
zwin kaytrreb mzyan,4.0,positive
parfait,5.0,positive
conforme a la description,5.0,positive
khdm mzyn,1.0,negative
mauvaise produit,2.0,negative
khdm mzyn khdm mzyn,5.0,positive
,1.0,negative
ca ne marche plus,1.0,negative
c magnifique,5.0,positive
bon produit,4.0,positive
mntj `mly,4.0,positive
sy' jd,1.0,negative
bien,3.0,positive
merci 1010,5.0,positive
parfait,4.0,positive
maaandouch bach ytaalak,2.0,negative
efficace,4.0,positive
je recommande,5.0,positive
fonctionne,4.0,positive
pratique,5.0,positive
il est top,5.0,positive
hya zwina kadir sout mani katkoun khdama sahl tgasliha w kanst3mlha l 3assir d lkhadra,5.0,positive
top de top,5.0,positive
mzn khdam mzn,5.0,positive
trop fragile,1.0,negative
satisfaite,4.0,positive
taykherej skhouniya 3la berra bzffffff ma3jbnish,1.0,negative
mercii,4.0,positive
marche tres hbien,5.0,positive
,5.0,positive
bein qualite,4.0,positive
je recommande,5.0,positive
nickel,5.0,positive
lkhdm@,5.0,positive
y`ml,1.0,negative
utile,5.0,positive
merci i,5.0,positive
pas mal,4.0,positive
cest incroyable,5.0,positive
tres bon service,5.0,positive
mezyana,5.0,positive
bayna zwina,5.0,positive
super zawina bzaf,5.0,positive
jyd jd,3.0,positive
nqS bzf,2.0,negative
pratique,4.0,positive
jaime,5.0,positive
top du top,5.0,positive
super produit,5.0,positive
tadir sawt ta9ta9a machi s7i7a,1.0,negative
tres efficace,5.0,positive
ma katchedch charge,1.0,negative
pas mal,3.0,positive
parfait,5.0,positive
excellent appareil,5.0,positive
SlH jd,5.0,positive
produit authentique super,5.0,positive
bruyant mais efficace,5.0,positive
zwina bezaff,5.0,positive
merci jumia,5.0,positive
,5.0,positive
bonne etat tel que prescrit,5.0,positive
satisfait,4.0,positive
mnt jydh 'shkr ljmy` nSH,5.0,positive
fiha bouton mkhdmach mais en general mzyana,3.0,positive
nulllllll,1.0,negative
nullllllll,1.0,negative
pratique et cool,5.0,positive
shy,5.0,positive
c bon rapport qualite priix mrc,3.0,positive
c est bon,4.0,positive
je recommande,5.0,positive
